name,company,workarea,salary,requirements,company_type,company_size
数据分析类岗位(正式内勤编制),中国平安人寿保险股份有限公司湖南分公司,长沙,3-4.5千/月,"['在校生/应届生', '本科']",上市公司,1000-5000人
数据分析师,深圳市易佰网络科技有限公司武汉分公司,武汉,0.7-1.2万/月,"['3-4年经验', '本科']",民营公司,1000-5000人
财务数据分析（SAP）,上海三思电子工程有限公司,上海-闵行区,0.8-1.2万/月,"['1年经验', '本科']",民营公司,1000-5000人
数据分析员,广东时裳芭蕾电子商务股份有限公司,佛山,4-6千/月,"['无需经验', '大专']",民营公司,1000-5000人
互联网数据分析助理,厦门谦迅达网络科技有限公司,厦门,3.8-5.5千/月,['大专'],民营公司,少于50人
数据分析员（生物相关专业）,上海派森诺生物科技股份有限公司,上海,5-6万/年,"['1年经验', '大专']",上市公司,150-500人
运营数据分析师,烟台星商电子商务有限公司,烟台,3-4.5千/月,"['1年经验', '本科']",民营公司,1000-5000人
数据分析师助理,上海橘涞金融信息服务有限公司,上海-浦东新区,6-8千/月,"['在校生/应届生', '本科']",民营公司,少于50人
数据分析,深圳市第一度科技有限公司,深圳-龙岗区,6-8千/月,"['1年经验', '大专']",民营公司,150-500人
数据分析主管,中山市蝶安芬内衣有限公司,中山,5-7千/月,"['2年经验', '大专']",民营公司,500-1000人
数据分析助理,中链智城（深圳）科技有限公司,深圳-南山区,6-9千/月,"['无需经验', '大专']",民营公司,150-500人
数据分析师,深圳市衣家电子商务有限公司,深圳-龙华区,1-2万/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析师（双休）,南通汇平企业管理有限公司,南通,0.8-1万/月,"['在校生/应届生', '大专']",民营公司,50-150人
数据分析模型算法工程师,NTT DATA（中国）有限公司,上海-徐汇区,2-2.5万/月,"['3-4年经验', '本科']",外资（非欧美）,500-1000人
软件开发工程师-数据分析,华润水泥投资有限公司,深圳,15-30万/年,"['5-7年经验', '本科']",上市公司,10000人以上
数据分析师,网易集团,济南-市中区,0.6-1万/月,"['2年经验', '本科']",上市公司,10000人以上
数据分析-违规方向,美团,北京-朝阳区,1.5-2万/月,['3-4年经验'],民营公司,10000人以上
（急聘）信号处理与数据分析实习生,日立（中国）研究开发有限公司,广州,,"['在校生/应届生', '硕士']",外资（非欧美）,50-150人
经营数据分析,跨越速运集团有限公司,深圳-宝安区,6-8千/月,"['1年经验', '大专']",民营公司,10000人以上
数据分析师,“前程无忧”51job.com（上海）,上海-浦东新区,,"['2年经验', '本科']",外资（非欧美）,1000-5000人
数据分析师,富力物业服务集团,广州-天河区,1-1.5万/月,"['5-7年经验', '本科']",民营公司,10000人以上
数据分析师（青岛啤酒品牌运营商）,青岛啤酒股份有限公司,深圳-福田区,1.5-2万/月,"['3-4年经验', '本科']",国企,10000人以上
韩语财经数据分析专员,印孚瑟斯技术（中国）有限公司杭州分公司,大连-高新园区,4.5-5.1千/月,"['2年经验', '大专']",外资（非欧美）,1000-5000人
大数据分析经理,喜茶,深圳-南山区,1.5-2.5万/月,"['5-7年经验', '本科']",民营公司,10000人以上
数据分析师,一兆韦德健身管理有限公司,上海,0.8-1万/月,"['2年经验', '本科']",外资（非欧美）,1000-5000人
数据分析岗,上海银联电子支付服务有限公司,上海,1-1.5万/月,"['3-4年经验', '本科']",国企,150-500人
数据分析工程师,友谊时光科技股份有限公司,苏州-工业园区,0.8-1.5万/月,"['2年经验', '本科']",民营公司,1000-5000人
运营/数据分析经理,深圳市天行云供应链有限公司,杭州-萧山区,1-1.8万/月,"['3-4年经验', '大专']",民营公司,150-500人
数据分析师,克里赛尔易莱纳信息技术（杭州)有限公司,杭州,1-2万/月,"['2年经验', '本科']",外资（非欧美）,500-1000人
储备-大数据分析研究员,广州市福思特科技有限公司,广州-海珠区,0.8-1.2万/月,"['无需经验', '本科']",民营公司,150-500人
销售数据分析,成都拟合未来科技有限公司,上海-闵行区,1-1.6万/月,"['3-4年经验', '大专']",民营公司,150-500人
英语数据分析 Market Data（财务方向）,欧睿恒（大连）信息技术有限公司,大连,0.8-1万/月,"['3-4年经验', '本科']",民营公司,500-1000人
数据分析员,陕西秦唐大药房有限责任公司,西安-新城区,4.5-6千/月,"['1年经验', '本科']",民营公司,150-500人
文员、数据分析员（双休）,壹品慧生活科技有限公司,深圳-龙岗区,0.8-1万/月,"['3-4年经验', '本科']",民营公司,500-1000人
数据分析实习生,地上铁租车（深圳）有限公司,深圳-福田区,3-4.5千/月,"['在校生/应届生', '本科']",合资,500-1000人
数据分析主管,德诚珠宝集团有限公司,福州-长乐区,0.8-1.3万/月,"['1年经验', '本科']",民营公司,5000-10000人
数据分析师,苏州希格玛科技有限公司,苏州,0.8-1万/月,"['1年经验', '本科']",民营公司,50-150人
数据分析主管,深圳市绝味食品营销有限公司,深圳-福田区,0.8-1.2万/月,"['3-4年经验', '大专']",民营公司,150-500人
数据分析算法工程师,深圳市林科电气发展有限公司,深圳-宝安区,1-2万/月,"['2年经验', '本科']",民营公司,少于50人
数据分析,上海百斯特能源发展有限公司,上海-浦东新区,0.8-1.2万/月,"['2年经验', '本科']",合资,500-1000人
数据分析岗,深圳南山宝生村镇银行股份有限公司,深圳,1-1.5万/月,"['3-4年经验', '本科']",国企,150-500人
数据分析,上海米居网络科技有限公司,上海,0.8-1万/月,"['1年经验', '本科']",民营公司,1000-5000人
销售数据分析***  宝安地铁附近,深圳市尚华数据科技技术有限公司,深圳-宝安区,4.5-6千/月,"['无需经验', '大专']",民营公司,50-150人
数据分析师,福州探索网络科技有限公司,福州,0.5-1万/月,"['1年经验', '大专']",民营公司,50-150人
数据分析师,广州纳诺科技股份有限公司,广州-白云区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,150-500人
业务数据分析师,上海松佰牙科器械有限公司,上海-徐汇区,1-1.5万/月,"['2年经验', '本科']",民营公司,150-500人
数据分析师,合肥迈思泰合信息科技有限公司,合肥-高新区,0.5-1万/月,"['2年经验', '本科']",民营公司,50-150人
妇幼健康监测室数据分析与管理岗,中国疾病预防控制中心妇幼保健中心,北京-海淀区,0.6-1万/月,"['1年经验', '硕士']",事业单位,50-150人
数据分析,成都激水信息技术有限公司,广安,4-8千/月,"['1年经验', '本科']",民营公司,150-500人
电商数据分析,北京兴长信达科技发展有限公司,上海-长宁区,0.9-1.2万/月,"['3-4年经验', '本科']",民营公司,500-1000人
销售数据分析,人瑞人才科技集团有限公司,成都,5-7千/月,"['无需经验', '本科']",民营公司,
数据分析主管,襄阳贝壳房地产经纪有限公司,襄阳,4.5-6千/月,"['1年经验', '本科']",民营公司,500-1000人
咨询项目经理（数据分析）,广州帷策智能科技有限公司,西宁,0.8-1万/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析专员,五谷磨房食品集团有限公司,天津-红桥区,4.5-6千/月,"['2年经验', '大专']",上市公司,5000-10000人
数据分析师/高级分析师,明略科技集团,广州-海珠区,7-9千/月,"['1年经验', '本科']",民营公司,1000-5000人
数据分析专员（双休+市区）,江苏创好业科技有限公司,南京-玄武区,4.5-6千/月,"['1年经验', '大专']",民营公司,150-500人
金融数据分析师（周末双休）,广州科曼达数据科技有限公司,广州-天河区,6-8千/月,"['1年经验', '中专']",民营公司,50-150人
数据分析师,金马节能科技（深圳）有限公司,深圳-南山区,1-1.5万/月,"['2年经验', '本科']",民营公司,少于50人
数据分析实习生,深圳市数联信息科技有限公司,深圳-宝安区,5.5-7.5千/月,"['无需经验', '大专']",民营公司,少于50人
数据分析助理/excel熟练,广州稻草熊企业管理有限公司,广州-白云区,6-8千/月,"['无需经验', '大专']",民营公司,50-150人
急聘数据分析师（3k+包吃住）,铭德（广州）品牌管理有限公司,广州-白云区,3-4.5千/月,"['无需经验', '中专']",事业单位,50-150人
数据分析经理,云腾九州科技（北京）有限公司,贵阳,1-1.5万/月,"['3-4年经验', '本科']",民营公司,50-150人
仓库数据管控/数据分析,广州市伴奏化妆品有限公司,广州-白云区,6-8千/月,"['2年经验', '大专']",民营公司,150-500人
网络数据分析工程师,广州通和通信建设有限公司,广州-天河区,0.8-1.2万/月,"['2年经验', '本科']",民营公司,1000-5000人
物流数据分析,广州棒谷科技股份有限公司,广州-白云区,7-9千/月,"['1年经验', '本科']",民营公司,5000-10000人
高级数据分析师,启迪万众网络科技（北京）有限公司,广州-天河区,0.8-1.6万/月,"['3-4年经验', '本科']",民营公司,50-150人
数据分析师,前海慧算（深圳）科技有限公司,东莞-南城区,6.8-8千/月,"['无需经验', '硕士']",民营公司,50-150人
数据分析师(J11208),南昌市新东方语言学校,赣州-章贡区,6-8千/月,"['1年经验', '本科']",民营公司,500-1000人
数据分析师,江苏九一网络科技有限公司,南京-雨花台区,0.6-1万/月,"['1年经验', '本科']",民营公司,150-500人
资产运营高级经理/经理-数据分析,宝能城市发展建设集团有限公司,深圳-罗湖区,3-4万/月,"['5-7年经验', '本科']",民营公司,
商品专员  数据分析,爱特爱服饰（深圳）有限公司,深圳-龙华区,5-8千/月,"['无需经验', '大专']",外资（非欧美）,1000-5000人
培训质检专员（对内数据分析）桂林,青木数字技术股份有限公司,异地招聘,3-4.5千/月,"['无需经验', '大专']",民营公司,500-1000人
医药数据分析师,广州医博信息技术有限公司,广州-越秀区,0.6-1万/月,"['1年经验', '本科']",民营公司,50-150人
数据分析师,深圳市瑞拓步科技有限公司,深圳-龙岗区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,50-150人
销售支持专员（数据分析方向）,贝法易集团,广州,4-5.5千/月,"['在校生/应届生', '本科']",民营公司,500-1000人
数据分析主管,辽宁贝壳房地产经纪有限公司,沈阳,5-7千/月,"['3-4年经验', '本科']",民营公司,10000人以上
001数据分析师,贵州数锦智华科就限公司,贵阳,6-8千/月,"['2年经验', '本科']",民营公司,
数据分析师,颐尔信信息科技（重庆）有限公司,上海-闵行区,0.8-1.2万/月,"['2年经验', '本科']",民营公司,50-150人
数据分析师（新闻报社）（线上招聘会）,上海市宣传系统人才交流中心,上海,12-21.6万/年,"['无需经验', '本科']",事业单位,150-500人
数据分析师,深圳市融臻资产管理有限公司,深圳-福田区,0.5-1万/月,"['1年经验', '本科']",民营公司,500-1000人
电商运营数据分析管培生（18-21届）,江苏虫洞电子商务有限公司,异地招聘,0.6-1万/月,"['无需经验', '本科']",民营公司,50-150人
数据分析师（餐饮）,河北千喜鹤饮食股份有限公司西南分公司,重庆-南岸区,4-4.5千/月,"['无需经验', '本科']",民营公司,1000-5000人
数据分析师,中视士德数据科技（北京）有限公司,北京-海淀区,14-15万/年,"['2年经验', '本科']",民营公司,50-150人
金融数据分析师,重庆嘉瑞澳科技有限公司,重庆-渝中区,0.8-1万/月,"['无需经验', '高中']",民营公司,50-150人
客服支持（应收及数据分析）,亿多世（中国）租赁有限公司,广州-天河区,5-7千/月,"['2年经验', '本科']",外资（非欧美）,500-1000人
财务督导数据分析,广东合富房地产置业有限公司,广州-天河区,4-6千/月,"['在校生/应届生', '大专']",合资,1000-5000人
数据分析师,长沙居美网络科技有限公司,长沙-雨花区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,150-500人
电商数据分析岗,江苏虫洞电子商务有限公司,异地招聘,0.6-1万/月,"['无需经验', '本科']",民营公司,50-150人
数据分析员,佛山达健实验设备有限公司,佛山-三水区,5-8千/月,"['1年经验', '高中']",民营公司,150-500人
数据分析师,苏州奇流信息科技有限公司,常熟,4.5-6千/月,"['在校生/应届生', '本科']",外资（欧美）,50-150人
运营数据分析/财务数据分析主管,国药集团上海医疗器械有限公司,上海-宝山区,7-9千/月,"['3-4年经验', '本科']",国企,150-500人
